Source,NSSmodel,RA_ICRS,DE_ICRS,Per,Tperi,Vcm,K1,K2,Flags,_RA.icrs,_DE.icrs
126943805747699456,SB2C,41.55864325820,27.87742855525,8.80237545421716128,2.0365553811107695026,21.21447495207797829,72.749394344376412,73.205082481267695,12615680,41.55864325820,27.87742855525
1272930282497618048,SB2C,234.51268009459,29.48720874541,5.11708160803321643,-0.4282862912252756726,-4.97253506426798619,86.097619589373195,88.398579044812962,12615680,234.51268009459,29.48720874541
1352541968094852480,SB2C,251.16702372486,38.62335059292,3.40990606437525745,0.4931423121831629564,-30.91694811887751371,86.746830314091710,102.427927535450848,12615680,251.16702372486,38.62335059292
1387290280744129152,SB2C,231.58128859054,36.98153355310,0.84700670907127817,-0.2309275238272283648,-3.34513756584382094,155.805352821978232,138.302948842907114,12615680,231.58128859054,36.98153355310
1454617122923582976,SB2C,210.44424261994,32.14674892124,0.36697791076636732,-0.0067469652923278917,-28.12866521843561074,97.287998493358643,226.188435745069910,12615680,210.44424261994,32.14674892124
1612798225814971776,SB2C,224.66692257680,56.75196094724,3.82839222982472016,-1.5607100443041888038,-16.59598956505742606,89.361593612241236,107.766889956865597,12615680,224.66692257680,56.75196094724
17170287112790656,SB2C,48.50340432081,11.45026871689,0.57863320250161598,0.0192573259993245108,11.42572469270114865,192.699189536170508,103.037341450273516,12615680,48.50340432081,11.45026871689
189291376380052992,SB2C,84.38523294464,37.08689228596,3.08176431812507801,-0.0147034580330020880,10.20731948967913816,100.597200950311574,88.492577122259448,12615680,84.38523294464,37.08689228596
1928855351478724736,SB2C,343.06179928282,38.74572122017,2.44342789309156849,0.2016972406522816452,-8.28679392202721310,82.046911681973000,83.480965509396711,12615680,343.06179928282,38.74572122017
1961293246608252672,SB2C,330.01864980599,44.55216273804,1.60469851537864217,0.0817972053074846606,-15.37290977803083791,151.670039899227930,123.187962351040824,12615680,330.01864980599,44.55216273804
1962909425622345728,SB2C,332.16974273562,45.74246076572,1.98318340474140720,0.2919393607388801604,-37.08209709723990954,118.044490221996710,107.643869360803976,12615680,332.16974273562,45.74246076572
1988664351633304320,SB2C,341.23802467853,49.65757672645,10.36975301734179666,5.1683465221376678755,-49.82056193446820203,57.645665611842446,60.417099632565261,12615680,341.23802467853,49.65757672645
2058022369743648768,SB2C,306.37766139122,37.42997750405,0.77259888411049038,-0.1212513816322071947,-19.79584227081233649,160.825165236715918,145.071659839542235,12615680,306.37766139122,37.42997750405
2064107926079227648,SB2C,307.77174194781,38.78302100238,0.29063366618406622,0.0569279410748623343,-10.88549430557317699,145.516720054481539,223.356941332874840,12615680,307.77174194781,38.78302100238
2153474650639369600,SB2C,285.91479366027,57.45720609421,1.81747032375636230,0.3758337085153595214,-11.60603099601208754,157.732676631624258,112.942513277523460,12615680,285.91479366027,57.45720609421
2154313612370380288,SB2C,280.31986478724,58.06378206666,8.40966101255474463,1.4400391646369163912,-7.56329356444736334,71.197581791735246,78.519736749134950,12615680,280.31986478724,58.06378206666
2205311401215067904,SB2C,337.81583184935,63.52265635965,3.37845648039277879,-1.5945796871332307276,-8.67997932928219385,116.465463791446183,123.444475746935183,12615680,337.81583184935,63.52265635965
2252018174119645696,SB2C,287.34970739911,61.83789014218,2.50667619889158377,0.7711349910626111859,-16.34738922569567876,102.234686251683925,95.893910010801491,12615680,287.34970739911,61.83789014218
2283626831313777536,SB2C,322.11744286928,76.40343687966,8.43978439809576564,-3.9446757270889514224,-0.82728898103130910,80.903303771092382,77.998027733369099,12615680,322.11744286928,76.40343687966
266707921371366912,SB2C,81.10250148929,54.65585011805,2.06688019703864301,-0.6598787292637747770,1.17732592793461999,105.893748900718862,101.629613698183604,12615680,81.10250148929,54.65585011805
2968797672647113984,SB2C,82.07740019334,-19.52124192895,0.99701102907280548,-0.4548234671054235956,26.66243913755732464,150.005677932327558,150.037945084268955,12615680,82.07740019334,-19.52124192895
2994874652485891328,SB2C,93.05282012575,-12.26287828449,2.94505475117720827,1.2750486715095787904,-11.55998121070607532,114.335746619319437,99.617378160177623,12615680,93.05282012575,-12.26287828449
3467250755019227392,SB2C,180.36552121731,-32.22630728230,2.17562147150133134,-0.2363194590783619931,30.37572564796993646,114.431085690065515,111.187153331894450,12615680,180.36552121731,-32.22630728230
3503954274219565696,SB2C,197.82273048488,-23.59049049982,3.49114140669139150,-1.1657045818977436191,-26.18114426174423670,94.628426627109420,94.095389112456942,12615680,197.82273048488,-23.59049049982
3691704612035553024,SB2C,198.09525457654,2.65383583908,1.13182086116244740,0.4250780772296438581,-5.47176354572689405,109.461194689934544,132.895645691025180,12615680,198.09525457654,2.65383583908
4696787260640741760,SB2C,38.50488106901,-65.60948303459,0.39892533631829402,-0.1306547045185590394,20.00413795586636923,89.040614054871796,173.585871080223484,12615680,38.50488106901,-65.60948303459
4698677699085921536,SB2C,24.00357281003,-66.72669577120,6.57705399655070799,-0.1194841706684103555,15.99651786781575424,70.720932524407090,69.379834796155720,12615680,24.00357281003,-66.72669577120
4759175611985554048,SB2C,85.79448459267,-59.14473194997,11.91788968049513819,3.4409281115927710104,-16.69334816045656922,60.369143048069077,60.596765126884286,12615680,85.79448459267,-59.14473194997
4769417111825023616,SB2C,80.17140981222,-56.31827134542,1.65731620398450263,0.5281326715171731356,17.41621416336633388,139.521543320065689,143.999024352956496,12615680,80.17140981222,-56.31827134542
4819940495756063872,SB2C,79.78500156822,-37.67526275737,17.93977324943658402,-4.1858852490060085572,43.35091814437085134,63.554728246360284,59.956509330328473,12615680,79.78500156822,-37.67526275737
500972789364298112,SB2C,70.69241946712,72.97824463275,0.49830947261966529,0.2188037992165708379,1.53310963793254640,234.795581645704232,111.564864824614489,12615680,70.69241946712,72.97824463275
5067401878398296448,SB2C,37.25843638819,-30.43159443839,0.38652966421216106,-0.0446800663410071713,20.04673097503413715,88.445110578039618,214.091978311660398,12615680,37.25843638819,-30.43159443839
5092516888640338560,SB2C,62.90106403655,-20.35592816962,3.65866038536329707,-0.2380453789762827232,31.96645674353666777,104.615807082169411,105.750966194240988,12615680,62.90106403655,-20.35592816962
5143316456146696576,SB2C,34.84355117786,-18.07520971751,2.97426736767350608,0.0372575891607385690,16.48812215030732276,115.863639595691808,101.162251121487756,12615680,34.84355117786,-18.07520971751
5195336133667933696,SB2C,136.94775369702,-82.32497798888,0.68147017682063848,-0.2645498928229639279,21.61017624790440905,121.410569906154009,116.137396374183055,12615680,136.94775369702,-82.32497798888
5276182575122609792,SB2C,124.81311963805,-65.18742640729,0.74437159079422610,-0.0463265260868199261,58.21255129678817752,230.747780146124597,136.906824933026172,12623872,124.81311963805,-65.18742640729
5428469436700174720,SB2C,136.16015830240,-41.06445542259,10.30179287289347201,4.8372221158850488010,0.23480316908918897,47.874856204885958,60.336134813894233,12615680,136.16015830240,-41.06445542259
5494269057224531968,SB2C,114.97956961556,-49.42727782369,0.84540201622321964,0.0987476522859787181,25.29720998522420672,134.689456264164875,136.862715164834242,12615680,114.97956961556,-49.42727782369
5554607884532225792,SB2C,92.98642992363,-46.88745760931,1.69927603040418851,0.1667162753299502587,-4.25846883973685220,113.716415135222192,111.139331762660220,12615680,92.98642992363,-46.88745760931
5626609437844737920,SB2C,131.17062386954,-34.73918000976,3.49165057224008635,-1.6083980879915054096,40.80589454549892281,112.642013591895292,109.498679765059364,12615680,131.17062386954,-34.73918000976
5742207829772545920,SB2C,138.07758777447,-11.07891763276,1.11565192796575952,-0.1528980744335432240,-6.71381163795199853,142.566880672505903,138.172336705774001,12615680,138.07758777447,-11.07891763276
5822350820032366208,SB2C,238.24358281328,-66.62982157607,5.74401613967464719,1.5522096873730624189,10.67639341454721702,91.531145393473338,74.948677496093580,12615680,238.24358281328,-66.62982157607
5899954277681289344,SB2C,225.43599841933,-52.70306952499,5.97659444354624814,-0.1784905828419933171,5.23301306137120648,90.652664576283300,90.682921735478132,12615680,225.43599841933,-52.70306952499
6085164060740783744,SB2C,198.13680801972,-48.05733376201,0.62196051131254593,0.2181627961127043935,15.53577666375883837,170.690378925570002,148.520103087711021,12615680,198.13680801972,-48.05733376201
6162141900588471808,SB2C,200.62010749947,-39.43182118077,5.81250028623870119,-2.5441880261492770821,-8.55800154515845435,76.793616767633878,79.081973310796457,12615680,200.62010749947,-39.43182118077
6353650055613778944,SB2C,346.86236286867,-78.30509408995,1.90803631012982788,0.0265349828466184094,24.25078643612543416,109.117889077524922,115.560081135510117,12615680,346.86236286867,-78.30509408995
6484117147590719488,SB2C,313.67144059907,-45.73073942706,0.98635166750580183,-0.0873613142004925763,43.94299694968652403,155.056935958426493,143.266206322502029,12623872,313.67144059907,-45.73073942706
6544034106030789120,SB2C,340.32777188011,-43.84141982975,2.96854165610087684,1.0091506461614612178,16.56237196522629063,104.350954758652492,107.180691368924684,12615680,340.32777188011,-43.84141982975
6658794940690081024,SB2C,292.48729071903,-49.68964508802,3.36545974938178150,-1.1448104501547327061,34.83093461123719692,91.063030782171850,99.287294773248362,12615680,292.48729071903,-49.68964508802
